AREA,UNIT,DISC,DOCUMENT NUMBER,REV,TITLE,STATUS,ORIGINATOR,TYPE
H4,001,PR,0401413-H4-001-00-20-009,C,HABSHAN 4 CO2 RECOVERY COS REACTOR PACKAGE PROCESS FLOW DIAGRAM,IDR,WORLEY,DRAWING
H4,001,PR,0401413-H4-001-00-20-108-001,0,"HABSHAN 4 CO2 RECOVERY INSTRUMENT, PLANT AIR, N2 & FUEL GAS UTILITY FLOW DIAGRAM",IFT,WORLEY,DRAWING
H4,001,PR,0401413-H4-001-00-20-110-001,0,"HABSHAN 4 CO2 RECOVERY UTILITY WATER, POTABLE WATER UTILITY FLOW DIAGRAM",IFT,WORLEY,DRAWING
H4,001,PR,0401413-H4-001-00-20-113-001,0,"HABSHAN 4 CO2 RECOVERY HP, LP, STEAM, BFW & STEAM CONDENSATE UTILITY FLOW DIAGRAM",IFT,WORLEY,DRAWING
H4,001,PR,0401413-H4-001-00-20-116,A,UNIT 372 SOUR WATER FLASH DRUMS & STORAGE TANK TIE-IN UTILITY FLOW DIAGRAM,ICR,WORLEY,DRAWING
H4,001,PR,0401413-H4-001-00-30-014,E,P&ID - HABSHAN 4 CO2 RECOVERY - BATTERY LIMIT,IFH,WORLEY,DRAWING
H4,001,PR,0401413-H4-001-00-30-015,D,P&ID - HABSHAN 4 CO2 RECOVERY - BATTERY LIMIT,IFH,WORLEY,DRAWING
H4,001,PR,0401413-H4-001-00-30-065,A,P&ID - HABSHAN 4 CO2 RECOVERY - UNIT 372 SOUR WATER TREATMENT - SOUR WATER STORAGE TANK A - TIE-IN,ICR,WORLEY,DRAWING
H4,001,PR,0401413-H4-001-00-71-005,A,HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT (GAS TREATING) UNIT 133 TIE-IN - PROCESS SAFEGUARDING DIAGRAM,ICR,WORLEY,DRAWING
H4,133,PR,0401413-H4-133-00-20-006,C,"HABSHAN 4 CO2 RECOVERY KOD, BLOWER, AIR COOLER & ACID GAS PROCESS FLOW DIAGRAM",IDR,WORLEY,DRAWING
H4,133,PR,0401413-H4-133-00-20-006-001,0,"HABSHAN 4 CO2 RECOVERY KOD, BLOWER, AIR COOLER & ACID GAS PROCESS FLOW DIAGRAM",IFT,WORLEY,DRAWING
H4,133,PR,0401413-H4-133-00-30-002,E,P&ID - HABSHAN 4 CO2 RECOVERY - ACID GAS KO DRUM & PUMPS,IFH,WORLEY,DRAWING
H4,133,PR,0401413-H4-133-00-30-003,E,P&ID - HABSHAN 4 CO2 RECOVERY - ACID GAS BLOWER & COOLER,IFH,WORLEY,DRAWING
H4,133,PR,0401413-H4-133-00-30-007-001 ,E,P&ID - HABSHAN 4 CO2 RECOVERY - LEAN SOLVENT CHILLER (133-E-111A/B),IFH,WORLEY,DRAWING
H4,133,PR,0401413-H4-133-00-30-007-002,E,P&ID - HABSHAN 4 CO2 RECOVERY - LEAN SOLVENT CHILLER (133-E-111C/D),IFH,WORLEY,DRAWING
H4,133,PR,0401413-H4-133-00-71-006,0,"PROCESS SAFEGUARDING DIAGRAM - HABSHAN 4 CO2 RECOVERY - KOD, BLOWER, AIR COOLER & ACID GAS",IFT,WORLEY,DRAWING
H4,177,PR,0401413-H4-177-00-30-055,E,P&ID - HABSHAN 4 CO2 RECOVERY - UTILITY INTERCONNECTION - TIE-IN (SHT 2/2),IFH,WORLEY,DRAWING
H4,177,PR,0401413-H4-177-00-30-055D,C,P&ID - HABSHAN 4 CO2 RECOVERY - UTILITY INTERCONNECTION - TIE-IN (SHT 2/2) (DEMOLITION),IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-20-007-001,0,HABSHAN 4 CO2 RECOVERY LP CO2 COMPRESSOR 1ST STAGE PROCESS FLOW DIAGRAM,IFT,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-20-008-001,0,"HABSHAN 4 CO2 RECOVERY H4 - LP CO2 COMPRESSOR 2ND, 3RD & 4TH STAGE PROCESS FLOW DIAGRAM",IFT,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-20-010-001,0,HABSHAN 4 CO2 RECOVERY TEG DEHYDRATION UNIT PROCESS FLOW DIAGRAM,IFT,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-20-011-001,0,HABSHAN 4 CO2 RECOVERY REFRIGERANT PACKAGE PROCESS FLOW DIAGRAM,IFT,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-20-012-001,0,HABSHAN 4 CO2 RECOVERY H4 - SCRAPER LAUNCHER PROCESS FLOW DIAGRAM,IFT,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-20-111-001,0,HABSHAN 4 CO2 RECOVERY CIRCULATED COOLING WATER SUPPLY & RETURN UTILITY FLOW DIAGRAM,IFT,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-20-114-001,0,HABSHAN 4 CO2 RECOVERY CLOSED DRAIN DRUM & PUMP UTILITY FLOW DIAGRAM,IFT,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-20-115-001,0,HABSHAN 4 CO2 RECOVERY FLARE AND CLOSED DRAIN UTILITY FLOW DIAGRAM,IFT,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-016,E,P&ID - HABSHAN 4 CO2 RECOVERY - LP CO2 COMPRESSOR 1ST STAGE SUCTION SCRUBBER,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-017,E,P&ID - HABSHAN 4 CO2 RECOVERY - LP CO2 COMPRESSOR (1ST STAGE),IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-018,E,P&ID - HABSHAN 4 CO2 RECOVERY - LP CO2 COMPRESSOR (2ND STAGE),IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-019,E,P&ID - HABSHAN 4 CO2 RECOVERY - LP CO2 COMPRESSOR (3RD STAGE),IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-020,E,P&ID - HABSHAN 4 CO2 RECOVERY - LP CO2 COMPRESSOR (4TH STAGE),IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-021,D,P&ID - HABSHAN 4 CO2 RECOVERY - ANTI-SURGE & CAPACITY CONTROL SYSTEM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-023,E,P&ID - HABSHAN 4 CO2 RECOVERY - LP CO2 DISCHARGE COOLER,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-024,E,P&ID - HABSHAN 4 CO2 RECOVERY - GLYCOL WATER EXPANSION DRUM & PUMPS,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-025,E,P&ID - HABSHAN 4 CO2 RECOVERY - GLYCOL WATER STORAGE TANK & FILLING PUMP,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-026,E,P&ID - HABSHAN 4 CO2 RECOVERY - CHILLED WATER DISTRIBUTION,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-027,E,P&ID - HABSHAN 4 CO2 RECOVERY - REFRIGERANT EXCHANGER (190-E-111A/B),IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-028,E,P&ID - HABSHAN 4 CO2 RECOVERY - REFRIGERANT EXCHANGER (190-E-111C/D),IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-029,E,P&ID - HABSHAN 4 CO2 RECOVERY - CHILLED WATER NETWORK,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-030,E,P&ID - HABSHAN 4 CO2 RECOVERY - REFRIGERANT PACKAGE - 1ST STAGE SUCTION DRUM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-033,E,P&ID - HABSHAN 4 CO2 RECOVERY - REFRIGERANT PACKAGE -REFRIGERANT COMPRESSOR,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-034,E,P&ID - HABSHAN 4 CO2 RECOVERY - REFRIGERANT COMPRESSOR DELIVERY LINES,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-035,E,P&ID - HABSHAN 4 CO2 RECOVERY - REFRIGERANT PACKAGE - REFRIGERANT CONDENSER,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-036,E,P&ID - HABSHAN 4 CO2 RECOVERY - REFRIGERANT CONDENSER OUTLET DRUM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-037,E,P&ID - HABSHAN 4 CO2 RECOVERY - REFRIGERANT PACKAGE - PROPANE PUMP,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-038,E,P&ID - HABSHAN 4 CO2 RECOVERY - TEG UNIT - INLET KOD & CONTRACTOR,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-039,E,P&ID - HABSHAN 4 CO2 RECOVERY - TEG UNIT - GLYCOL REBOILER,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-040,E,P&ID - HABSHAN 4 CO2 RECOVERY - TEG UNIT - GLYCOL FLASH DRUM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-041-001 ,E,"P&ID - HABSHAN 4 CO2 RECOVERY - TEG UNIT - LEAN/RICH GLYCOL EXCHANGER, PARTICLE AND CARBON FILTERS",IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-041-002 ,E,P&ID - HABSHAN 4 CO2 RECOVERY - TEG UNIT - LEAN/RICH GLYCOL EXCHANGER,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-042,E,P&ID - HABSHAN 4 CO2 RECOVERY - TEG UNIT - GLYCOL STILL 2nd CONDENSER & SPENT GAS KOD,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-043,E,P&ID - HABSHAN 4 CO2 RECOVERY - TEG UNIT - WATER CONDENSATE TRANSFER PUMPS,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-044-001 ,E,P&ID - HABSHAN 4 CO2 RECOVERY - TEG DEHYDRATION PACKAGE - GLYCOL SURGE DRUM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-044-002 ,E,P&ID - HABSHAN 4 CO2 RECOVERY - TEG UNIT - LEAN GLYCOL COOLER,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-045,E,P&ID - HABSHAN 4 CO2 RECOVERY - TEG UNIT - GLYCOL DRAIN DRUM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-047,E,P&ID - HABSHAN 4 CO2 RECOVERY - DRY CO2 TRANSFER PIPELINE & METERING,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-048,D,P&ID - HABSHAN 4 CO2 RECOVERY CUSTODY TRANSFER METERING PACKAGE,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-070,B,P&ID - HABSHAN 4 CO2 RECOVERY - REFRIGERANT PACKAGE - 1ST STAGE SUCTION DRUM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-071,B,P&ID - HABSHAN 4 CO2 RECOVERY - REFRIGERANT PACKAGE - REFRIGERANT COMPRESSOR,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-072,B,P&ID - HABSHAN 4 CO2 RECOVERY - REFRIGERANT COMPRESSOR DELIVERY LINES,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-073,B,P&ID - HABSHAN 4 CO2 RECOVERY - REFRIGERANT PACKAGE - REFRIGERANT CONDENSER,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-30-074,B,P&ID - HABSHAN 4 CO2 RECOVERY - REFRIGERANT PACKAGE - REFRIGERANT CONDENSER OUTLET DRUM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-40-013,E,P&ID - HABSHAN 4 CO2 RECOVERY - CLOSED DRAIN DRUM & PUMPS,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-40-056,E,P&ID - HABSHAN 4 CO2 RECOVERY - INSTRUMENT AIR SYSTEM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-40-057,E,P&ID - HABSHAN 4 CO2 RECOVERY - PLANT AIR SYSTEM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-40-058,E,P&ID - HABSHAN 4 CO2 RECOVERY - NITROGEN SYSTEM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-40-059,E,P&ID - HABSHAN 4 CO2 RECOVERY - HP STEAM & SATURATED LP STEAM SYSTEM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-40-060,E,P&ID - HABSHAN 4 CO2 RECOVERY - UTILITY WATER AND POTABLE WATER SYSTEM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-40-061-001,D,P&ID - HABSHAN 4 CO2 RECOVERY - CIRCULATING COOLING WATER SYSTEM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-40-061-002,E,P&ID - HABSHAN 4 CO2 RECOVERY - CIRCULATING COOLING WATER SYSTEM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-40-063,D,P&ID - HABSHAN 4 CO2 RECOVERY - LP FUEL GAS SYSTEM,IFH,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-71-007,0,PROCESS SAFEGUARDING DIAGRAM - HABSHAN 4 CO2 RECOVERY - LP CO2 COMPRESSOR 1ST STAGE,IFT,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-71-008,0,"PROCESS SAFEGUARDING DIAGRAM - HABSHAN 4 CO2 RECOVERY - H4 - LP CO2 COMPRESSOR 2ND, 3RD & 4TH STAGE",IFT,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-71-010,0,PROCESS SAFEGUARDING DIAGRAM - HABSHAN 4 CO2 RECOVERY - TEG DEHYDRATION UNIT,IFT,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-71-011,0,PROCESS SAFEGUARDING DIAGRAM - HABSHAN 4 CO2 RECOVERY - REFRIGERANT PACKAGE,IFT,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-71-012,0,PROCESS SAFEGUARDING DIAGRAM - HABSHAN 4 CO2 RECOVERY - H4 - SCRAPER LAUNCHER,IFT,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-71-111,0,PROCESS SAFEGUARDING DIAGRAM - HABSHAN 4 CO2 RECOVERY - CIRCULATED COOLING WATER SUPPLY & RETURN,IFT,WORLEY,DRAWING
H4,190,PR,0401413-H4-190-00-71-114,0,PROCESS SAFEGUARDING DIAGRAM - HABSHAN 4 CO2 RECOVERY - CLOSED DRAIN DRUM & PUMP,IFT,WORLEY,DRAWING
H4,001,PR,CEC-0401413-H4-001-00-71-550,B,CAUSE & EFFECT DIAGRAM - HABSHAN 4 EXISTING / NEW FACILITIES,IFA,WORLEY,DOCUMENT
H4,001,PR,LST-0401413-H4-001-00-42-500,C,RELIEF LOAD SUMMARY,IFA,WORLEY,DOCUMENT
H4,001,PR,PHL-0401413-H4-001-00-11-001,B,START UP AND SHUTDOWN PHILOSOPHY,IFA,WORLEY,DOCUMENT
H4,190,PR,RPT-0401413-GG-190-00-60-020 ,0,HABSHAN 4 LP CO2 COMPRESSOR PACKAGE (190-ME-104) - PROCESS DUTY SPECIFICATION DATASHEET ,IFT,WORLEY,DOCUMENT
H4,190,PR,RPT-0401413-GG-190-00-60-021,1,HABSHAN 4 TEG DEHYDRATION PACKAGE (190-ME-101) - PROCESS DUTY SPECIFICATION,IFT,WORLEY,DOCUMENT
H4,190,PR,RPT-0401413-GG-190-00-60-023,0,HABSHAN-4 WATER CHILLING PACKAGE (190-ME-103) - PROCESS DUTY SPECIFICATION DATASHEET,IFT,WORLEY,DOCUMENT
H4,001,PR,RPT-0401413-H4-001-00-60-028,0,HABSHAN-4 EQUIPMENT SIZING REPORT,IFT,WORLEY,DOCUMENT
H4,001,PR,RPT-0401413-H4-001-00-60-029,0,"HABSHAN 4 - FLARE, RELIEF AND BLOW DOWN REPORT",IFT,WORLEY,DOCUMENT
H4,001,PR,RPT-0401413-H4-001-00-60-032,0,HYDRAULICS AND LINE SIZING REPORT- HABSHAN 4,IFT,WORLEY,DOCUMENT
H4,001,PR,RPT-0401413-H4-001-00-60-035,0,DESIGN REVIEW REPORT - HABSHAN 4,IFI,WORLEY,DOCUMENT
H4,001,PR,RPT-0401413-H4-001-00-60-036,B,DESIGN REVIEW CLOSE OUT REPORT - HABSHAN 4,IFA,WORLEY,DOCUMENT
H4,133,PR,RPT-0401413-H4-133-00-00-006,0,ACID GAS ENRICHMENT UNIT 133 - BASIS OF DESIGN,IFD,BASF,DOCUMENT
H4,133,PR,RPT-0401413-H4-133-00-42-511,0,HABSHAN 4 - UNIT 133 UTILITY CONSUMPTION,IFD,BASF,DOCUMENT
H4,133,PR,RPT-0401413-H4-133-00-42-512,B,HABSHAN 4 - UNIT 133 ANNUAL CHEMICAL CONSUMPTIONS AND / INITIAL FILL QUANTITY ESTIMATE,IFA,BASF,DOCUMENT
H4,133,PR,RPT-0401413-H4-133-00-42-513,B,HABSHAN 4 - UNIT 133 EFFLUENTS & EMISSIONS SUMMARY,IFA,BASF,DOCUMENT
H4,133,PR,RPT-0401413-H4-133-00-60-051,0,ACID GAS ENRICHMENT UNIT 133 - PROCESS DESCRIPTION,IFD,BASF,DOCUMENT
H4,133,PR,RPT-0401413-H4-133-00-60-052,B,ACID GAS ENRICHMENT UNIT 133 - EXISTING UNIT EQUIPMENT ADEQUACY REPORT,IFA,BASF,DOCUMENT
H4,133,PR,RPT-0401413-H4-133-00-60-053,B,ACID GAS ENRICHMENT UNIT 133 - EXISTING SOLVENT HYGIENIST REPORT,IFA,BASF,DOCUMENT
H4,133,PR,RPT-0401413-H4-133-00-60-054,A,ACID GAS ENRICHMENT UNIT 133 - GAMMA SCAN REPORT,ICR,BASF,DOCUMENT
H4,133,PR,RPT-0401413-H4-133-00-71-553,0,HABSHAN 4 - UNIT-133 HEAT AND MATERIAL BALANCE (DEFINE),IFD,BASF,DOCUMENT
H4,133,PR,SPP-0401413-H4-133-00-44-001,0,HABSHAN 4 ACID GAS KNOCKOUT DRUM (133-V-110) PROCESS DATASHEET,IFT,WORLEY,DOCUMENT
H4,133,PR,SPP-0401413-H4-133-00-44-002,0,HABSHAN 4 ACID GAS BLOWER (133-B-101) PROCESS DATASHEET,IFT,WORLEY,DOCUMENT
H4,133,PR,SPP-0401413-H4-133-00-44-003,0,HABSHAN 4 - ACID GAS AIR COOLER (133-E-110) PROCESS DATASHEET,IFT,WORLEY,DOCUMENT
H4,133,PR,SPP-0401413-H4-133-00-44-005,0,HABSHAN 4 SOUR WATER TRANSFER PUMPS (133-P-111A/B) PROCESS DATASHEET,IFT,WORLEY,DOCUMENT
H4,133,PR,SPP-0401413-H4-133-00-44-018,0,HABSHAN 4 LEAN AMINE CHILLER PROCESS DATASHEET (133-E-111 A/B/C/D),IFT,WORLEY,DOCUMENT
H4,190,PR,SPP-0401413-H4-190-00-44-004,0,HABSHAN 4 LP CO2 COMPRESSOR 1ST STAGE SUCTION SCRUBBER DRUM (190-V-101) PROCESS DATASHEET,IFT,WORLEY,DOCUMENT
H4,190,PR,SPP-0401413-H4-190-00-44-006,0,HABSHAN 4 SOUR WATER PUMPS (190-P-101A/B) PROCESS DATASHEET,IFT,WORLEY,DOCUMENT
H4,190,PR,SPP-0401413-H4-190-00-44-007,0,HABSHAN 4 - LP COMPRESSOR 4TH STAGE DISCHARGE COOLER (190-E-104) PROCESS DATASHEET,IFT,WORLEY,DOCUMENT
H4,190,PR,SPP-0401413-H4-190-00-44-011,0,HABSHAN 4 - SCRAPER LAUNCHER (190-V-118) PROCESS DATASHEET,IFT,WORLEY,DOCUMENT
H4,190,PR,SPP-0401413-H4-190-00-44-013,0,HABSHAN 4 CLOSED DRAIN DRUM (190-V-119) PROCESS DATASHEET,IFT,WORLEY,DOCUMENT
H4,190,PR,SPP-0401413-H4-190-00-44-016,0,HABSHAN 4 CLOSED DRAIN PUMPS (190-P-112 A/B) PROCESS DATASHEET,IFT,WORLEY,DOCUMENT
H4,190,PR,SPP-0401413-H4-190-00-44-019,0,HABSHAN 4 GLYCOL WATER STORAGE TANK (190-TK-102) PROCESS DATASHEET,IFT,WORLEY,DOCUMENT
H4,190,PR,SPP-0401413-H4-190-00-44-020,0,HABSHAN 4 GLYCOL WATER CIRCULATION PUMPS (190-P-107A/B) PROCESS DATASHEET,IFT,WORLEY,DOCUMENT
H4,190,PR,SPP-0401413-H4-190-00-44-021,0,HABSHAN 4 GLYCOL DRAIN DRUM (190-V-112) PROCESS DATASHEET,IFT,WORLEY,DOCUMENT
H4,190,PR,SPP-0401413-H4-190-00-44-022,0,HABSHAN 4 GLYCOL DRAIN PUMP (190-P-105) PROCESS DATA SHEET,IFT,WORLEY,DOCUMENT
H4,190,PR,SPP-0401413-H4-190-00-44-035,0,HABSHAN 4 GLYCOL WATER MAKE UP PUMPS (190-P-108A/B) PROCESS DATASHEET,IFT,WORLEY,DOCUMENT
H4,001,SR,0401413-H4-001-61-90-001,A,CO2 RECOVERY UNIT 190 - FIRE AND GAS DETECTOR LAYOUT HABSHAN-4,ICR,WORLEY,DRAWING
H4,001,SR,0401413-H4-001-61-90-005,B,CO2 RECOVERY UNIT 190 ESCAPE ROUTE AND SAFETY SIGN LAYOUT - HABSHAN-4,IFA,WORLEY,DRAWING
H4,190,SR,0401413-H4-190-61-15-001-001,B,P&ID - HABSHAN 4 CO2 RECOVERY - FIRE WATER NETWORK - UNIT 190,IFA,WORLEY,DRAWING
H4,190,SR,0401413-H4-190-61-15-001-002,B,P&ID - HABSHAN 4 CO2 RECOVERY - DELUGE VALVE INSTALLATION DETAIL - UNIT 190,IFA,WORLEY,DRAWING
H4,190,SR,0401413-H4-190-61-15-001-003,B,P&ID - HABSHAN 4 CO2 RECOVERY - WATER SPRAY SYSTEM DISTRIBUTION - UNIT 190,IFA,WORLEY,DRAWING
H4,190,SR,0401413-H4-190-61-15-001-004,B,P&ID - HABSHAN 4 CO2 RECOVERY - WATER SPRAY NOZZLES - TYPICAL ARRANGEMENT - UNIT 190,IFA,WORLEY,DRAWING
H4,190,SR,0401413-H4-190-61-15-002,A,P&ID - HABSHAN 4 CO2 RECOVERY FIRE SUPPRESSION SYSTEM - SUBSTATION (SS-32) BUILDING,ICR,WORLEY,DRAWING
H4,190,SR,0401413-H4-190-61-55-001,B,CO2 RECOVERY UNIT 190 - HAZARDOUS AREA CLASSIFICATION LAYOUT - HABSHAN-4,IFA,WORLEY,DRAWING
H4,190,SR,0401413-H4-190-61-90-002,A,CO2 RECOVERY UNIT 190 FIRE AND GAS DETECTOR LAYOUT - SCRAPER LAUNCHER UNIT - HABSHAN-4,ICR,WORLEY,DRAWING
H4,190,SR,0401413-H4-190-61-90-003,B,CO2 RECOVERY UNIT 190 FIREFIGHTING AND SAFETY EQUIPMENT LAYOUT - HABSHAN-4,IFA,WORLEY,DRAWING
H4,190,SR,0401413-H4-190-61-90-004,B,CO2 RECOVERY UNIT 190 - PASSIVE FIRE PROTECTION LAYOUT - HABSHAN-4,IFA,WORLEY,DRAWING
H4,190,SR,0401413-H4-190-61-90-007,A,FIRE AND GAS DETECTOR LAYOUT - SUBSTATION BUILDING - SS32 HABSHAN-4,ICR,WORLEY,DRAWING
H4,190,SR,0401413-H4-190-61-90-008,B,HABSHAN 4 - UNIT 190 SUBSTATION 32 - FIRE FIGHTING AND SAFETY EQUIPMENT LAYOUT,IFA,WORLEY,DRAWING
H4,190,SR,0401413-H4-190-61-90-009,B,HABSHAN 4 - UNIT 190 SUBSTATION 32 - ESCAPE ROUTE AND SAFETY SIGN LAYOUT,IFA,WORLEY,DRAWING
H4,190,SR,CEC-0401413-H4-190-61-88-001,A,CAUSE & EFFECT DIAGRAM - HABSHAN 4 - FIRE AND GAS SYSTEM - UNIT 190,ICR,WORLEY,DOCUMENT
H4,190,SR,CEC-0401413-H4-190-61-88-002,A,CAUSE & EFFECT DIAGRAM - HABSHAN-4,ICR,WORLEY,DOCUMENT
H4,190,SR,RPT-0401413-GG-190-61-22-013,B,SIL CLASSIFICATION REPORT - HABSHAN 4,IFA,WORLEY,DOCUMENT
H4,190,SR,RPT-0401413-GG-190-61-22-017,0,HAZOP REPORT - HABSHAN 4,IFT,WORLEY,DOCUMENT
H4,190,SR,RPT-0401413-H4-190-61-22-012,0,HAZID ENVID OHID REPORT - HABSHAN 4,IFD,WORLEY,DOCUMENT
H4,190,SR,RPT-0401413-H4-190-61-25-001,0,FIREWATER DEMAND CALCULATION AND ADEQUACY REPORT - HABSHAN 4,IFD,WORLEY,DOCUMENT
H4,300,TE,0401413-300-1530-001,0,TELEPHONE / PABX SYSTEM BLOCK DIAGRAM - HABSHAN-4,IFD,WORLEY,DRAWING
H4,300,TE,0401413-300-1530-003,0,DATA NETWORK / SCS SYSTEM BLOCK DIAGRAM - HABSHAN-4,IFD,WORLEY,DRAWING
H4,300,TE,0401413-300-1530-004,0,CCTV SYSTEM BLOCK DIAGRAM HABSHAN-4,IFD,WORLEY,DRAWING
H4,300,TE,0401413-300-1530-0541,0,RADIO COMMUNICATION SYSTEM BLOCK DIAGRAM - HABSHAN-4,IFD,WORLEY,DRAWING
H4,001,TE,0401413-H4-001-15-77-024-001,0,PUBLIC ADDRESS SYSTEM BLOCK DIAGRAM HABSHAN-4,IFD,WORLEY,DRAWING
H4,001,TE,0401413-H4-001-15-77-024-002,0,PUBLIC ADDRESS SYSTEM BLOCK DIAGRAM HABSHAN-4,IFD,WORLEY,DRAWING
H4,190,TE,0401413-H4-190-15-99-051,B,TELECOM SYSTEM EQUIPMENT LAYOUT FOR SUBSTATION 32,IFA,WORLEY,DRAWING
H4,190,TE,0401413-H4-190-15-99-053,B,TELECOM SYSTEM EQUIPMENT LAYOUT FOR UNIT-190 HABSHAN-4,IFA,WORLEY,DRAWING
H4,001,TE,DOD-0401413-H4-001-15-22-010,B,TELECOM EQUIPMENT LIST (HABSHAN-4),IFA,WORLEY,DOCUMENT
H4,001,TE,DOD-0401413-H4-001-15-22-011,A,TELECOM CABLE SCHEDULE,ICR,WORLEY,DOCUMENT
H4,001,TE,DOD-0401413-H4-001-15-22-012,B,TELECOM TIE-IN LIST (HABSHAN-4),IFA,WORLEY,DOCUMENT
H4,001,TE,DOD-0401413-H4-001-15-66-001,B,POWER CONSUMPTION & HEAT DISSIPATION CALCULATION FOR HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,TE,RPT-0401413-H4-001-15-44-002,A,MODIFICATION SCOPE OF WORK TO EXISTING TELECOM SYSTEM,ICR,WORLEY,DOCUMENT
H5,515,AR,0401413-H5-515-20-12-001,B,H5 SUBSTATION 519 - ARCHITECTURAL PLAN-1,IFA,WORLEY,DRAWING
H5,515,AR,0401413-H5-515-20-12-002,B,H5 SUBSTATION 519 - ARCHITECTURAL PLAN-2,IFA,WORLEY,DRAWING
H5,515,AR,0401413-H5-515-20-12-003,B,H5 SUBSTATION 519 - ARCHITECTURAL PLAN-3,IFA,WORLEY,DRAWING
H5,515,AR,0401413-H5-515-20-12-004,B,H5 SUBSTATION 519 - ARCHITECTURAL ELEVATIONS-1,IFA,WORLEY,DRAWING
H5,515,AR,0401413-H5-515-20-12-005,B,H5 SUBSTATION 519 - ARCHITECTURAL ELEVATIONS-1,IFA,WORLEY,DRAWING
H5,515,AR,0401413-H5-515-20-12-006,B,H5 SUBSTATION 519 - FINISHING SCHEDULE,IFA,WORLEY,DRAWING
